transaction_id,transaction_date,store_id,product_id,customer_id,quantity,unit_price,discount_amt,payment_type,sales_channel,line_total
TX100107,2022-05-31 00:00:00,3189,1858,21022,4,786.55,0,Cash,In-store,3146.2
TX100108,2021-11-03 00:00:00,3036,1241,22451,4,427.08,0,Online,In-store,1708.32
TX100109,2020-11-25 00:00:00,3011,1682,22897,2,681.74,0,Cash,In-store,1363.48
TX100110,2020-11-10 00:00:00,3039,1936,26786,4,1078.24,10,Cash,Online,4302.96
TX100111,2023-02-10 00:00:00,3135,1863,22960,1,90.21,0,Card,Online,90.21
TX100112,2024-06-29 00:00:00,3013,1404,20357,2,1068.96,0,Card,In-store,2137.92
TX100113,2023-05-21 00:00:00,3199,1813,20257,1,275.91,0,Card,In-store,275.91
TX100114,2025-03-28 00:00:00,3047,1652,26560,4,689.46,0,Card,In-store,2757.84
TX100115,2021-11-23 00:00:00,3077,1937,28399,5,1137.21,20,Card,In-store,5666.05
TX100116,2023-07-27 00:00:00,3117,1242,24820,2,946.89,0,Cash,In-store,1893.78
TX100117,2023-12-19 00:00:00,3006,1238,20767,4,413.0,0,Card,In-store,1652.0
TX100118,2021-09-06 00:00:00,3132,1138,25142,2,866.39,20,Card,In-store,1712.78
TX100119,2022-05-18 00:00:00,3043,1885,21529,4,662.11,50,Online,Online,2598.44
TX100120,2023-07-18 00:00:00,3025,1490,24785,4,1197.98,10,Online,Online,4781.92
TX100121,2020-02-15 00:00:00,3073,1386,23289,2,477.96,0,Online,In-store,955.92
TX100122,2025-04-26 00:00:00,3025,1952,26421,2,189.1,0,Online,Online,378.2
TX100123,2020-08-31 00:00:00,3073,1656,21774,1,548.41,10,Card,In-store,538.41
TX100124,2020-04-14 00:00:00,3041,1045,20260,1,1418.53,0,Card,In-store,1418.53
TX100125,2021-04-16 00:00:00,3108,1943,22785,3,1288.79,20,Online,In-store,3846.37
TX100126,2023-01-05 00:00:00,3083,1169,20835,1,1325.43,0,Cash,In-store,1325.43
TX100127,2021-12-21 00:00:00,3140,1300,28546,5,576.75,0,Online,In-store,2883.75
TX100128,2022-08-22 00:00:00,3163,1894,21071,5,1412.16,10,Card,In-store,7050.8
TX100129,2020-07-03 00:00:00,3068,1882,29991,1,93.72,0,Cash,Online,93.72
TX100130,2021-05-25 00:00:00,3056,1839,27038,2,948.3,0,Online,In-store,1896.6
TX100131,2020-08-01 00:00:00,3050,1698,22181,1,1246.25,0,Online,In-store,1246.25
TX100132,2021-05-18 00:00:00,3044,1183,23205,1,1233.77,0,Card,Online,1233.77
TX100133,2024-03-20 00:00:00,3110,1467,27354,3,1061.32,0,Card,In-store,3183.96
TX100134,2023-06-14 00:00:00,3006,1213,28418,1,812.3,50,Cash,In-store,762.3
TX100135,2022-01-01 00:00:00,3159,1281,29917,2,623.62,50,Cash,In-store,1197.24
TX100136,2021-07-26 00:00:00,3111,1499,27472,5,650.47,20,Cash,Online,3232.3500000000004
TX100137,2025-12-25 00:00:00,3096,1268,24426,4,210.81,10,Card,In-store,833.24
TX100138,2024-08-09 00:00:00,3121,1914,20882,5,617.04,0,Card,In-store,3085.2
TX100139,2024-12-06 00:00:00,3048,1449,24887,1,328.81,20,Online,Online,308.81
TX100140,2020-02-27 00:00:00,3090,1847,23078,3,133.62,0,Card,In-store,400.86
TX100141,2020-05-10 00:00:00,3006,1438,24469,1,1442.91,0,Card,In-store,1442.91
TX100142,2024-04-10 00:00:00,3037,1320,27860,5,1470.61,0,Card,In-store,7353.049999999999
TX100143,2021-02-24 00:00:00,3115,1191,26990,1,879.24,0,Card,In-store,879.24
TX100144,2022-07-21 00:00:00,3149,1527,26871,4,639.41,0,Card,In-store,2557.64
TX100145,2021-02-07 00:00:00,3091,1376,25282,2,1465.71,0,Online,In-store,2931.42
TX100146,2021-01-22 00:00:00,3126,1581,22591,1,1354.82,0,Card,In-store,1354.82
TX100147,2020-08-26 00:00:00,3052,1721,28180,3,1080.05,0,Cash,Online,3240.1499999999996
TX100148,2023-07-26 00:00:00,3091,1355,27497,5,277.67,10,Card,In-store,1378.3500000000001
TX100149,2024-06-07 00:00:00,3067,1989,26421,3,1254.54,10,Card,In-store,3753.62
TX100150,2020-05-04 00:00:00,3034,1902,21853,1,780.37,0,Online,In-store,780.37
TX100151,2021-08-26 00:00:00,3179,1157,29984,1,63.59,0,Card,In-store,63.59
TX100152,2023-12-13 00:00:00,3149,1922,26957,4,731.46,0,Online,In-store,2925.84
TX100153,2022-05-09 00:00:00,3128,1760,20070,2,853.22,0,Cash,In-store,1706.44
TX100154,2024-03-23 00:00:00,3155,1587,28696,5,877.65,10,Online,In-store,4378.25
TX100155,2024-07-21 00:00:00,3156,1363,29757,4,1482.61,0,Cash,In-store,5930.44
TX100156,2020-03-11 00:00:00,3004,1641,24051,5,421.01,0,Card,Online,2105.05
TX100157,2022-04-14 00:00:00,3108,1464,26767,4,730.33,0,Card,Online,2921.32
TX100158,2024-05-16 00:00:00,3169,1413,21454,2,996.76,0,Cash,Online,1993.52
TX100159,2022-04-09 00:00:00,3053,1204,26532,1,887.45,10,Card,Online,877.45
TX100160,2020-01-13 00:00:00,3048,1911,22594,3,482.26,0,Online,Online,1446.78
TX100161,2022-01-06 00:00:00,3085,1814,25292,2,1124.26,10,Online,In-store,2238.52
TX100162,2025-03-26 00:00:00,3039,1192,26510,1,1111.74,0,Card,In-store,1111.74
TX100163,2025-09-16 00:00:00,3196,1421,20058,3,437.21,0,Card,In-store,1311.6299999999999
TX100164,2023-05-13 00:00:00,3049,1439,22892,1,264.77,0,Cash,Online,264.77
TX100165,2021-11-02 00:00:00,3192,1824,29595,3,745.83,20,Card,In-store,2217.4900000000002
TX100166,2022-10-18 00:00:00,3183,1074,23466,2,572.7,0,Cash,In-store,1145.4
TX100167,2021-06-01 00:00:00,3107,1657,26669,4,1198.47,0,Card,In-store,4793.88
TX100168,2021-01-03 00:00:00,3196,1719,20407,4,1117.46,10,Online,Online,4459.84
TX100169,2022-12-17 00:00:00,3050,1767,26679,1,828.4,0,Card,In-store,828.4
TX100170,2024-06-02 00:00:00,3151,1626,25723,5,601.48,0,Card,In-store,3007.4
TX100171,2021-05-02 00:00:00,3184,1473,22156,3,758.4,0,Card,Online,2275.2
TX100172,2025-06-15 00:00:00,3009,1712,24603,5,679.17,0,Cash,In-store,3395.85
TX100173,2021-01-03 00:00:00,3104,1953,27991,4,564.52,10,Card,Online,2248.08
TX100174,2023-05-08 00:00:00,3152,1790,23526,4,497.96,0,Online,In-store,1991.84
TX100175,2024-08-28 00:00:00,3120,1135,25331,2,218.8,0,Card,In-store,437.6
TX100176,2021-04-12 00:00:00,3029,1585,24668,1,1353.6,0,Cash,In-store,1353.6
TX100177,2021-10-11 00:00:00,3007,1771,20153,4,74.66,0,Cash,In-store,298.64
TX100178,2020-04-22 00:00:00,3146,1438,28141,5,1479.84,0,Card,In-store,7399.2
TX100179,2025-08-30 00:00:00,3194,1696,24043,1,273.26,0,Cash,Online,273.26
TX100180,2022-12-02 00:00:00,3028,1192,27342,4,1060.63,0,Online,In-store,4242.52
TX100181,2020-05-20 00:00:00,3043,1777,21478,1,818.74,0,Card,In-store,818.74
TX100182,2024-12-23 00:00:00,3169,1587,27676,3,1416.38,0,Online,In-store,4249.14
TX100183,2023-06-01 00:00:00,3063,1050,28238,5,906.9,20,Card,Online,4514.5
TX100184,2020-05-01 00:00:00,3029,1071,23735,3,299.67,0,Online,Online,899.01
TX100185,2022-09-14 00:00:00,3173,1313,27153,3,919.03,10,Cash,Online,2747.09
TX100186,2022-08-09 00:00:00,3017,1008,28725,2,366.85,20,Card,In-store,713.7
TX100187,2020-11-16 00:00:00,3095,1375,21370,4,754.14,0,Cash,In-store,3016.56
TX100188,2022-07-10 00:00:00,3145,1309,24183,1,1183.21,0,Card,In-store,1183.21
TX100189,2021-09-11 00:00:00,3159,1075,22008,5,143.09,0,Online,In-store,715.45
TX100190,2024-03-13 00:00:00,3087,1419,26468,4,743.42,0,Card,In-store,2973.68
TX100191,2020-01-13 00:00:00,3138,1113,20016,2,62.41,10,Cash,In-store,114.82
TX100192,2020-08-21 00:00:00,3198,1177,26016,2,1404.1,0,Card,In-store,2808.2
TX100193,2025-07-05 00:00:00,3102,1152,20187,2,756.81,0,Card,Online,1513.62
TX100194,2022-08-07 00:00:00,3120,1078,25681,5,1362.08,0,Cash,In-store,6810.4
TX100195,2021-01-21 00:00:00,3155,1775,20040,4,95.82,0,Online,In-store,383.28
TX100196,2024-10-03 00:00:00,3075,1808,25167,4,644.91,10,Card,In-store,2569.64
TX100197,2025-02-08 00:00:00,3148,1691,28479,3,996.12,0,Cash,In-store,2988.36
TX100198,2021-04-07 00:00:00,3046,1420,20200,3,402.96,0,Card,Online,1208.8799999999999
TX100199,2024-04-12 00:00:00,3069,1162,27302,3,404.15,0,Cash,In-store,1212.4499999999998
TX100200,2023-09-09 00:00:00,3160,1330,24619,4,1420.11,0,Cash,Online,5680.44
TX100201,2024-06-20 00:00:00,3069,1357,28576,1,937.06,0,Cash,Online,937.06
TX100202,2024-09-22 00:00:00,3190,1693,20409,2,651.12,0,Online,In-store,1302.24
TX100203,2023-12-19 00:00:00,3193,1893,21193,5,993.88,10,Cash,Online,4959.4
TX100204,2025-09-26 00:00:00,3126,1067,29596,4,496.96,0,Card,Online,1987.84
TX100205,2025-03-08 00:00:00,3148,1673,22994,2,1468.92,0,Online,In-store,2937.84
TX100206,2021-05-16 00:00:00,3051,1870,20034,1,598.28,0,Card,In-store,598.28
TX100207,2025-06-24 00:00:00,3079,1848,25431,1,299.91,0,Card,In-store,299.91
TX100208,2022-02-26 00:00:00,3075,1246,29895,3,809.61,20,Cash,In-store,2408.83
TX100209,2024-05-10 00:00:00,3032,1242,21406,4,1323.67,0,Card,In-store,5294.68
TX100210,2025-01-31 00:00:00,3187,1872,21023,4,544.89,0,Online,In-store,2179.56
TX100211,2022-08-14 00:00:00,3183,1322,21134,1,1101.87,20,Card,In-store,1081.87
TX100212,2020-04-22 00:00:00,3028,1618,26515,1,239.23,0,Cash,Online,239.23
TX100213,2025-09-11 00:00:00,3145,1310,28775,5,700.91,0,Card,In-store,3504.5499999999997
TX100214,2020-06-07 00:00:00,3162,1765,20406,1,231.01,0,Cash,In-store,231.01
TX100215,2022-02-01 00:00:00,3188,1833,24322,3,468.4,0,Card,In-store,1405.1999999999998
TX100216,2023-07-30 00:00:00,3059,1197,26688,2,940.43,0,Card,In-store,1880.86
TX100217,2020-09-14 00:00:00,3188,1506,29659,1,343.54,0,Card,Online,343.54
TX100218,2025-01-10 00:00:00,3194,1296,29529,4,730.23,0,Card,In-store,2920.92
TX100219,2021-03-21 00:00:00,3188,1848,25641,2,1081.69,0,Card,Online,2163.38
TX100220,2025-11-30 00:00:00,3091,1960,23179,2,229.08,0,Cash,In-store,458.16
TX100221,2025-06-30 00:00:00,3128,1110,25921,5,142.44,0,Online,In-store,712.2
TX100222,2023-08-17 00:00:00,3009,1650,26662,3,645.42,0,Card,In-store,1936.2599999999998
TX100223,2023-12-17 00:00:00,3052,1978,20525,3,509.7,0,Cash,In-store,1529.1
TX100224,2023-03-15 00:00:00,3083,1014,27822,4,1294.78,0,Card,Online,5179.12
TX100225,2022-05-06 00:00:00,3164,1125,25357,5,1342.81,0,Cash,Online,6714.049999999999
TX100226,2022-02-09 00:00:00,3057,1971,20679,1,141.22,0,Card,In-store,141.22
TX100227,2025-05-07 00:00:00,3119,1051,27437,5,453.93,0,Card,Online,2269.65
TX100228,2023-06-17 00:00:00,3011,1731,24775,4,474.02,10,Cash,Online,1886.08
TX100229,2024-12-08 00:00:00,3032,1897,25324,5,960.51,0,Cash,Online,4802.55
TX100230,2023-01-31 00:00:00,3180,1793,21338,5,238.03,0,Card,In-store,1190.15
TX100231,2021-11-03 00:00:00,3125,1122,24717,2,872.39,0,Card,In-store,1744.78
TX100232,2020-07-20 00:00:00,3039,1482,20221,5,376.01,0,Cash,In-store,1880.05
TX100233,2021-12-10 00:00:00,3091,1534,22316,3,430.83,50,Card,In-store,1242.49
TX100234,2025-04-12 00:00:00,3064,1548,24055,3,1245.47,0,Cash,In-store,3736.41
TX100235,2024-04-08 00:00:00,3027,1795,24350,4,558.93,0,Online,In-store,2235.72
TX100236,2024-09-17 00:00:00,3168,1238,23457,5,956.47,10,Online,Online,4772.35
TX100237,2024-08-21 00:00:00,3096,1533,28739,4,1484.08,0,Card,In-store,5936.32
TX100238,2020-09-19 00:00:00,3109,1415,27049,3,1388.65,0,Card,In-store,4165.950000000001
TX100239,2020-12-14 00:00:00,3108,1477,20141,3,706.22,0,Card,In-store,2118.66
TX100240,2021-11-26 00:00:00,3086,1646,26179,5,435.34,50,Cash,In-store,2126.7
TX100241,2021-10-21 00:00:00,3123,1820,22120,1,379.55,0,Cash,In-store,379.55
TX100242,2020-05-24 00:00:00,3177,1859,27852,2,975.05,0,Online,In-store,1950.1
TX100243,2020-12-02 00:00:00,3123,1336,22443,1,656.37,0,Card,In-store,656.37
TX100244,2025-02-19 00:00:00,3123,1136,23555,2,751.58,0,Cash,Online,1503.16
TX100245,2023-07-14 00:00:00,3176,1062,25586,3,1189.45,0,Card,In-store,3568.3500000000004
TX100246,2022-01-19 00:00:00,3099,1735,21742,1,1210.3,0,Card,In-store,1210.3
TX100247,2023-02-27 00:00:00,3118,1906,28898,5,1002.24,0,Cash,Online,5011.2
TX100248,2021-07-26 00:00:00,3193,1967,26960,1,672.26,0,Card,In-store,672.26
TX100249,2023-07-03 00:00:00,3117,1115,24081,3,862.52,0,Cash,In-store,2587.56
TX100250,2020-06-12 00:00:00,3034,1936,22344,4,814.41,0,Online,In-store,3257.64
TX100251,2025-05-31 00:00:00,3001,1208,21039,5,1172.43,0,Cash,In-store,5862.150000000001
TX100252,2021-06-10 00:00:00,3042,1035,22541,1,252.56,20,Cash,In-store,232.56
TX100253,2024-11-29 00:00:00,3060,1509,20725,4,585.96,0,Card,In-store,2343.84
TX100254,2023-12-17 00:00:00,3093,1982,20663,1,1175.69,0,Card,In-store,1175.69
TX100255,2023-02-19 00:00:00,3146,1469,25853,2,856.44,0,Card,In-store,1712.88
TX100256,2025-07-30 00:00:00,3198,1794,23418,2,256.07,0,Card,Online,512.14
TX100257,2020-12-09 00:00:00,3134,1586,27370,5,142.52,0,Card,In-store,712.6
TX100258,2020-09-18 00:00:00,3167,1840,27954,2,1032.97,0,Cash,In-store,2065.94
TX100259,2021-12-06 00:00:00,3055,1320,22757,4,267.23,0,Online,In-store,1068.92
TX100260,2024-12-24 00:00:00,3117,1877,23279,1,1174.87,0,Card,In-store,1174.87
TX100261,2020-03-18 00:00:00,3147,1766,28796,3,868.49,0,Online,In-store,2605.4700000000003
TX100262,2021-06-08 00:00:00,3166,1216,22889,4,190.04,0,Card,In-store,760.16
TX100263,2022-07-19 00:00:00,3131,1772,25988,4,1172.15,0,Card,Online,4688.6
TX100264,2024-04-11 00:00:00,3117,1583,21429,3,340.56,0,Card,In-store,1021.6800000000001
TX100265,2021-10-17 00:00:00,3115,1644,23419,3,447.69,50,Cash,Online,1293.07
TX100266,2022-09-08 00:00:00,3102,1105,29404,3,1407.3,0,Card,In-store,4221.9
TX100267,2022-01-08 00:00:00,3020,1528,21460,1,227.82,0,Card,In-store,227.82
TX100268,2020-07-20 00:00:00,3121,1876,27926,3,666.39,0,Cash,In-store,1999.17
TX100269,2024-06-06 00:00:00,3066,1269,26507,3,638.58,0,Online,In-store,1915.7400000000002
TX100270,2022-10-07 00:00:00,3071,1227,22058,3,743.36,20,Cash,In-store,2210.08
TX100271,2024-11-15 00:00:00,3133,1690,22280,4,357.48,0,Cash,In-store,1429.92
TX100272,2024-03-02 00:00:00,3025,1323,22755,1,403.76,0,Card,In-store,403.76
TX100273,2020-05-06 00:00:00,3053,1416,27162,2,1372.08,0,Card,In-store,2744.16
TX100274,2022-12-31 00:00:00,3140,1515,27089,1,567.09,0,Cash,In-store,567.09
TX100275,2025-12-10 00:00:00,3069,1352,21706,5,714.63,20,Cash,In-store,3553.15
TX100276,2021-11-05 00:00:00,3140,1095,24750,5,71.07,0,Card,Online,355.34999999999997
TX100277,2022-12-16 00:00:00,3067,1744,25527,4,312.32,0,Cash,In-store,1249.28
TX100278,2023-11-29 00:00:00,3054,1550,22847,5,1277.59,0,Card,In-store,6387.95
TX100279,2021-03-19 00:00:00,3132,1195,23238,5,1356.77,0,Online,In-store,6783.85
TX100280,2024-03-19 00:00:00,3019,1494,23304,3,1389.77,0,Card,Online,4169.3099999999995
TX100281,2023-12-16 00:00:00,3085,1295,28818,3,985.77,0,Card,Online,2957.31
TX100282,2022-04-01 00:00:00,3067,1185,25041,1,1107.66,20,Cash,Online,1087.66
TX100283,2021-09-15 00:00:00,3135,1567,28003,5,288.35,0,Card,In-store,1441.75
TX100284,2025-07-06 00:00:00,3137,1923,22573,2,1149.87,20,Online,In-store,2279.74
TX100285,2020-10-05 00:00:00,3004,1528,27925,4,1411.94,0,Online,In-store,5647.76
TX100286,2022-08-04 00:00:00,3183,1388,28127,1,316.93,0,Online,In-store,316.93
TX100287,2024-08-07 00:00:00,3023,1818,20659,3,363.3,0,Cash,In-store,1089.9
TX100288,2020-11-20 00:00:00,3075,1231,21503,3,1401.65,0,Card,Online,4204.950000000001
TX100289,2025-08-06 00:00:00,3065,1302,29606,1,136.07,10,Cash,In-store,126.07
TX100290,2023-02-27 00:00:00,3004,1635,29905,1,690.68,0,Cash,In-store,690.68
